,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,DPY19L1P1,ANTXRLP1,AC004980.3,AC004381.3,AC112907.2,MTCO2P12,SUMO2P19,AC134349.2,HSD17B1P1,NPIPB10P,AC233699.1,FRG1BP,AL356274.1,ZNF285B,OR52M2P,AC027139.1,GNRHR2P1,TEX28P2,HERC2P10,DDX11L8,H1-12P,AC010615.1,AL513485.1,MTND3P23,AC091849.1,MTND2P28,BX005040.4,AC008752.3,MTND4LP7,AC243725.1,FCGR1CP,MAGOH3P,AC245517.5,MTND1P11,ABHD17AP1,RDM1P2,LAMB2P1,CDRT15P12,AC018804.1,NCF1C,AC055876.2,MTND4P15,AC007663.1,NSFP1,OR7E36P,GOLGA8VP,AC000041.1,AC087359.1,AC133552.4,AC011330.1,AC025287.5,TCP1P1,AC010087.1,OXCT2P1,AL445187.1,AC107075.1,TCAF1P1,FRG1JP,MTCO1P2,Diagnosis
R_JS007_FPKM,1.868147251,0.557311673,0.644858817,1.189987189,3.697567422,0.764056326,0.391769059,1.703244664,0.205327672,0.361651997,0.332582698,8.598267938,0.832878303,0.0,0.060614592,1.348138547,0.444491323,2.357282947,6.236356151,1.171029116,0.846768387,1.505210109,193.6931792,0.167242691,1.063811113,0.073548841,0.067105182,0.598219318,0.629917996,2.752062066,0.514400608,8.752270396,9.043966752,5.758581337,1.082859031,1.01821073,0.78958471,0.306248654,2.346575466,0.342949889,0.0,12.6329011,4.031845532,0.37868509,8.871217713,6.164901256,0.0,0.0,1.408358125,0.163331402,0.614766488,1.003237043,0.279890648,1.005757214,0.106933391,2.228433913,20.98682166,0.851525513,0.27040952,99.48408307,0.616494758,7.360754444,2.309989844,0.222471938,0.0,7.260328957,0.216036625,20.50825857,0.552330149,27.66161892,2.452892801,14.44632965,0.716854023,0.114718389,0.582490235,1.477071861,0.148103233,11.05577684,0.409087559,0.0,0.0,0.342212786,0.0,8.44659862,2.569301273,0.416452679,3.333528148,1.511460413,0.519154396,3.486057468,0.369686686,0.214471951,0.158051659,0.079735915,3.483500698,0.0,0.095027328,0.0,0.396167938,0.558585188,0.08973829,0.655332555,1.252657366,450.1369287,0.0998495,0.745145336,0.257921276,4.346206096,12.44230586,0.0,0.0,0.173026874,86.43975988,0.0,1.053332884,0.11941552,1.594408207,661.5660623,0.277603555,0.146729469,0.550162249,1.442791471,0.158880022,0.168648082,0.866123093,0.130689883,0.0,1.499556365,0.0,0.235386297,0.17312524,0.049399906,0.0,17.38037317,0.27155053,0.407059009,2.587648652,1
R_JS008_FPKM,1.42112471,1.640056592,1.515848131,1.903137343,17.43652733,1.210753743,2.10586965,3.084575105,0.464744584,0.116951744,0.376443992,8.683522788,1.481429002,0.363491968,0.0,1.695427213,0.754831199,3.078484908,5.972596671,0.481933171,0.0,1.581898557,138.882932,0.227142377,1.805981145,0.166409514,0.227785344,0.677064754,0.475258196,3.260325992,0.273961212,12.89614125,18.27850414,6.504955532,0.40871062,1.920607002,3.276632896,0.259951831,3.452750721,0.720903997,0.0,12.31494565,10.72337309,0.0,8.053626379,4.768757049,0.725900211,0.673697155,2.29529395,0.369759071,0.795217654,0.504612379,0.190101506,5.277593126,0.072629074,0.82919299,19.83253691,0.0,0.218636925,67.91523634,0.697798619,7.229251077,2.941255247,0.125875428,1.548612447,2.300896002,1.222124353,19.29040397,0.312510399,17.66691507,1.665710765,7.447110243,0.608504584,0.519117122,1.153676716,3.079568237,0.670188316,10.43652903,0.264561617,0.187608758,0.470049887,0.258191435,0.0,6.792554458,8.142526015,0.188536493,1.796620251,1.647324199,0.293781179,2.930981558,0.836918092,0.048573418,0.089498676,0.0,4.622424407,0.140514504,0.0,0.234506093,0.747326912,0.632221362,0.2030393,2.96659727,2.835838162,512.3400183,0.113022535,1.084413013,0.875501493,4.525411759,7.383650405,0.383821496,0.0,1.468957411,66.57014777,0.547654125,0.619921336,0.0,1.665710765,691.8882275,0.157196392,1.577873291,0.415084376,1.10805106,0.0,0.095421696,0.980389764,0.0,1.142162818,2.28058848,0.0,0.053310081,0.195957147,0.11177082,0.659877726,13.66046408,0.499435057,0.552851371,0.610192956,1
R_JS009_FPKM,1.516744354,1.885009249,2.936136462,1.281208968,13.39911104,0.73847655,3.193974144,2.263342727,0.537394898,0.062420649,0.0,12.46369055,1.72489577,0.582019654,0.073198315,1.628548081,0.537073855,1.971400309,4.056349018,0.257222169,1.534711042,1.688410919,188.4021876,0.161622735,0.642604156,0.088817742,0.405098195,0.650390946,0.253659535,2.205901439,0.182738906,8.57752606,9.884307531,5.032126298,1.30815846,1.913143716,0.95370148,0.092496053,0.567003667,0.473480438,0.0,10.80456987,3.409059281,0.0,3.635146958,3.803856958,0.352123816,0.359572352,1.326976809,0.493276897,0.318323611,0.673177883,1.217201373,2.319425736,0.103353377,1.908280565,693.8415234,2.057777353,0.233313435,64.85498192,0.744480424,5.658205132,1.395189023,0.0,0.33058156,3.508108894,0.782658908,23.76889046,0.0,12.892092,2.07412021,3.685523835,0.64944037,0.415602536,1.407251176,0.093919069,1.251763955,10.67230915,0.564744978,0.100132414,0.0,0.482244654,0.832464475,7.249665653,4.96592703,0.201255148,2.013407262,1.352461479,0.39191863,2.767216319,0.446688255,0.0,0.0,0.0,5.223742182,0.0749968,0.153064926,0.250194241,0.797492962,0.311412728,0.0,1.05557455,0.756785886,545.0654948,0.120647025,0.771533782,2.179942669,1.469961341,10.23658794,0.409714059,0.0,1.67231561,55.44663832,0.194832111,0.610760759,0.0,1.926099835,768.9284272,0.503137869,1.329503758,0.073847655,1.742832821,0.09598647,0.152788252,2.093053536,0.210508258,0.81262138,1.386836635,0.0,0.11375291,0.627199262,0.119310869,0.0,25.07697109,0.123024307,0.098357779,0.130257599,1
R_JS010_FPKM,1.718749099,0.595751224,1.1931294,1.359668987,11.25377636,0.40844706,1.22135305,1.213815229,0.030497877,0.27614917,0.0,11.194821,0.530026195,0.572190441,0.323829602,1.734799977,0.990107584,1.776884016,2.563992611,0.853512043,0.377389931,0.574625294,110.6265201,0.074498386,0.947627679,0.130976667,0.537788119,0.373057325,0.0,2.818217493,0.431283116,7.943798359,11.4135574,5.368061119,0.643033068,1.108563461,0.468878278,0.272801907,0.836142069,1.178475581,0.0,8.214427149,2.693647359,0.056247125,6.394812614,4.54363401,0.155838263,0.088419892,0.82802399,0.509335808,0.782448867,0.695093574,0.698173752,1.547592215,0.285782,0.652656588,10.52762725,1.517269036,0.03443058,56.268969,0.549209737,6.286214544,1.864893969,0.29721998,0.0,3.363120547,0.577178752,6.9126881,0.12304699,10.34825038,0.874025529,9.332636902,1.117408109,0.81716759,0.843203134,1.03878093,0.659427121,7.354338162,0.598700013,0.073831025,0.0,0.457261531,0.0,0.990107584,4.577756248,0.0,2.686742662,1.246724357,0.520291588,2.395665865,1.317433602,0.152843174,0.0,0.0,3.638296915,0.331786104,0.028229335,0.0,1.176399603,0.459348252,0.159807035,1.167466376,0.558287584,634.0252914,0.489286903,1.517365456,0.689080755,1.548746266,9.705954162,0.604192144,0.0,0.693722117,44.29121942,0.287312647,1.088459515,0.212656605,1.857359792,527.1671161,0.494640821,0.5882871,0.163378824,1.331161569,0.07081006,0.150207947,0.386015987,0.271645765,0.699206554,2.024627318,0.0,0.125832138,0.616607051,0.044008337,0.0,14.62270926,0.30239739,0.217604449,0.0,1
R_JS011_FPKM,1.439456167,0.564242372,2.833744321,1.814526146,8.689400032,1.104993245,2.478503551,2.340172567,0.247438668,0.0,0.240521155,11.19147453,2.065064797,0.580655685,0.131458156,2.491380653,1.607262901,1.704619145,0.347081161,1.000745509,0.306362142,0.38875104,115.1963829,0.072560898,0.0,0.106319428,0.485023584,1.51409767,0.303643573,3.98007347,0.525128254,12.0605496,26.6262882,6.282380439,0.261137254,1.55429372,2.854674071,0.221445111,1.018099039,0.814872303,0.082464396,10.5351857,3.935739659,0.228201068,9.180291802,5.5162623,1.307023914,0.932631941,0.814704167,0.413453462,0.444594221,0.805995073,1.011981375,3.305799615,0.247456252,0.722924339,8.103535072,0.0,0.055869179,50.81289554,0.445844092,4.31086526,1.670388186,0.0,0.791446425,5.46000615,0.624588774,4.308634493,0.0,19.00490662,1.95118276,14.27391204,1.425332087,0.912126283,1.421554382,0.0,0.642277324,8.972037951,1.07759614,0.0,0.150243352,0.82484245,0.0,0.562587702,4.830717306,0.240912813,2.353097108,0.809612715,0.656941189,5.113666232,0.401107691,0.248138834,0.571508498,0.172927606,3.735060329,0.134688086,0.16033632,0.0,0.763869895,0.528209446,0.259444568,1.105719922,0.453213416,454.9629274,0.252756794,1.847536904,1.305050384,1.63424496,15.80580784,0.735673355,0.0,1.814444568,53.34108175,0.349902454,0.914003483,0.172622567,0.97559138,576.9426678,0.100437405,0.265314117,0.0,1.080525793,0.0,0.152430191,0.313364705,0.251989264,0.648611419,2.287268993,0.0,0.0,0.50052662,0.035725618,0.0,8.029545289,0.171824815,0.0,0.155925078,1
R_JS012_FPKM,1.903006248,1.607956078,2.146680604,2.238995196,22.5648227,1.356461162,1.086570956,2.457101423,0.379686646,0.458626269,0.0,10.56814998,1.056208377,1.425433763,0.134453385,2.077685017,0.739887906,3.42060407,2.66141114,0.590594045,1.879342839,0.23858324,226.7523317,0.092785296,1.180359186,0.081571864,0.669827724,1.394013314,0.0,2.597069434,0.637929615,16.49120486,13.85835696,7.650454015,0.0,2.008525238,2.336305398,0.679652479,2.0829868,0.924248546,0.0,14.22226198,9.842103518,0.560203777,7.374007394,6.496133861,0.388156579,0.440317236,1.343935463,0.725005104,0.194902878,1.113096071,0.248450789,2.63777784,0.142382492,6.808373801,20.80017262,0.472475236,0.471564194,35.04404745,0.0,7.830082902,2.803548185,0.185107686,0.303612246,1.611122453,0.479205653,20.29596484,0.0,24.32932271,1.360851004,8.157683208,0.994096833,0.508929453,1.131134222,0.0,0.328517938,9.803395078,0.226948398,0.137945203,0.921650324,0.379686646,0.0,1.973184618,5.702082296,0.277254699,2.377820337,1.801343874,0.432023589,5.636445555,0.205123395,0.237975642,0.175392267,0.0,3.998605702,0.0,0.070288836,0.229783038,0.0,0.619847014,0.0,0.727094456,0.695046215,798.1160156,1.052709938,1.771926007,0.858169306,2.122038874,9.85083653,0.376289002,0.0,2.880274198,67.60893006,0.53681229,0.981775914,0.0,1.224765903,381.9226291,0.308060777,0.569897526,0.33911529,0.743310764,0.0,0.280647137,0.961149623,0.0,0.995273278,3.145838101,1.106586737,0.156709178,0.384020968,0.547886593,0.0,20.89253479,0.414334505,0.813002501,0.598154993,1
R_JS013_FPKM,2.957603314,0.678890377,0.474742421,1.215389711,7.50617095,0.797792774,1.533658754,2.81571262,0.267957534,0.089898079,0.0,9.897791697,0.724718142,0.558815599,0.0,1.303292843,0.19337314,2.997588794,3.339149982,1.01882924,0.736762465,0.561283994,255.2387842,0.043649762,1.041273575,0.063957556,0.116708391,0.156133166,0.182659946,2.215378874,0.447549555,4.166575805,8.243345346,6.832093675,0.628002292,1.082696148,1.259386144,0.133212607,0.816597407,0.213164173,0.0,13.47815639,4.033917762,0.0,6.518299437,3.665863417,0.101446524,0.0,1.985012883,1.065981846,0.534931004,0.096970942,0.292249052,1.7500758,0.0,0.604222296,18.79130914,0.0,0.268901986,37.09470682,1.072199035,5.663167929,1.318926283,0.0,0.47610282,2.779334939,0.375727867,24.59442103,0.720774528,23.11924103,2.347593589,7.099969159,1.091360417,0.199516613,0.443463455,1.758602638,0.77286175,8.778885035,0.432194154,0.0,0.0,0.297746588,1.398925626,2.030604981,2.011952331,0.144923606,2.00257413,0.681851655,0.564611454,2.946333111,0.32165971,0.11195287,0.0,0.0,1.463117497,0.270077785,0.055110941,0.0,0.229756936,0.485990306,0.156071575,0.950331341,0.0,1009.602823,0.390992054,0.37045079,0.448573066,2.722596045,1.930984256,0.0,0.0,0.075274247,84.39474808,0.561193537,0.879762823,0.207685797,0.320098256,698.7942368,0.362309014,0.574565283,0.106355227,1.479414859,0.069119749,0.146696865,1.130404125,0.11369007,0.292634204,1.549294734,0.0,0.0,0.301096989,0.0,0.25361631,31.50316139,0.147678001,0.283309305,0.938074222,1
R_JS014_FPKM,1.824273081,1.743799195,2.62658437,1.681079193,9.640515875,0.643602288,3.417582998,2.254730852,0.185300608,0.155427828,0.0,7.561339706,0.787527407,0.57975071,0.145825918,1.982915473,0.802470191,1.200131479,1.443117868,0.704571571,0.764237494,0.840949036,150.4468317,0.130818418,0.0,0.176942991,0.443942441,0.791914151,0.378943245,2.677298273,0.091023003,7.55149509,17.03783102,4.986275423,0.21706857,1.905966514,2.13779141,0.460677332,0.423524803,0.91389533,0.0,9.986946541,4.97304956,0.0,5.809316748,2.241657515,1.05247052,0.238780397,1.203299261,1.376074962,0.158515077,1.676696677,1.010496068,2.365598005,0.064337648,0.812769456,874.0108717,0.256092133,0.116214385,27.55426292,1.483156289,7.430344852,0.825248957,0.100365746,0.823150264,2.096876132,0.389739349,13.09010076,0.0,15.33338501,4.575391831,5.883332468,0.862544792,0.275988235,0.876216251,0.0,0.267184592,7.814188136,0.123063506,0.049871029,0.0,0.102933417,0.0,2.273665542,2.31892604,0.300705863,1.480414739,1.077862473,0.976159024,1.138648364,0.111181462,0.129039402,0.237760817,0.0,3.469316453,0.074704432,0.095283169,0.0,0.317819205,0.568795481,0.053946035,0.262864875,0.376730575,951.543005,0.180265043,0.640548538,1.241008323,2.196618158,5.665472779,1.530387431,0.563050072,1.926299556,42.23408965,0.388145156,0.836581538,0.0,0.811739415,489.0843686,0.417605537,1.45693145,0.220679303,2.108279945,0.0,0.101461748,2.345376266,0.262109517,0.809592708,1.184232672,0.0,0.0,0.416502793,0.089119551,0.350823507,33.26112464,0.142958681,0.78379473,0.064842674,1
R_JS015_FPKM,2.798371832,1.642824307,1.462161034,1.347119751,26.33789461,0.450451826,1.539503314,2.175621256,0.537957366,0.101546741,0.326557176,5.588714692,1.169116724,0.0,0.238112823,1.17744621,1.310405312,1.60352229,1.414076619,0.732167482,0.83222944,0.52821727,73.50770886,0.197196916,0.783944231,0.144489883,0.659050755,0.881705232,0.206246637,2.95668922,0.356765039,13.79131155,16.39673789,5.428156725,0.709376522,0.889191468,3.103010153,0.225680915,0.691715498,0.625825119,0.0,9.875359914,5.74395485,0.124037527,3.326340287,4.139812378,0.0,0.097454236,2.573753357,0.160527015,0.431510053,0.547637023,0.825052089,5.749388735,0.126085838,0.419903844,12.21203805,2.092096491,0.075927151,86.10953041,0.605325496,5.199937458,1.915007575,0.0,0.537794475,1.426793776,0.848658524,9.121878184,0.0,8.274759671,0.482100549,4.370146592,0.880362117,0.338009237,0.643873504,1.374857063,0.581795199,8.30111986,0.086131112,0.040708057,0.0,0.28020555,0.0,2.620724118,5.806368855,0.163702274,3.197240261,1.32003977,0.446321274,1.761479155,2.361345022,0.084306208,0.155337925,0.0,1.888392337,0.060978735,0.0,0.407019316,0.518953209,0.0,0.0,1.07317918,0.615330876,341.0492604,1.275561869,0.313797901,0.253248422,3.928621129,8.260089986,0.833094352,0.0,1.275251745,46.29620952,0.15841497,0.745128203,0.117252025,0.602577954,678.1896614,0.136364535,0.865146586,0.300317077,1.923860871,0.0,0.04140992,2.127961002,0.042790251,0.220368446,1.358240829,0.0,0.0,0.169988667,0.43665949,0.0,8.538312965,0.100055578,0.239982928,0.211904793,1
R_JS016_FPKM,1.640320637,0.617646082,1.420111191,1.290054842,17.9259879,0.705644045,0.994830467,2.202093894,0.25282127,0.0,0.307017058,6.474451653,1.538354447,0.5932194,0.335730884,0.968312038,1.231669606,3.516581358,5.759062618,0.983144512,0.391060834,0.397162492,91.36356251,0.154456949,0.491227293,0.13579028,0.495574437,0.552485314,0.19390551,2.517697634,0.335302197,13.72488751,17.20091976,7.344284241,1.333331224,1.044774466,6.319202965,0.141413918,1.733743387,0.226243986,0.0,10.47403047,7.074102283,0.0,9.002935853,5.242589716,0.161538206,0.091622892,2.67919804,0.301723661,1.054382264,0.823528109,0.723731007,3.546275049,0.079006647,0.528573469,12.23062581,1.179773414,0.321100409,72.91377353,0.569104791,5.561574935,2.066599905,0.154071656,0.758121544,2.681988094,0.398859768,10.6210679,0.0,10.52635627,2.491905443,14.86842135,1.323874974,0.211799967,0.806851109,1.723005821,1.09374827,9.228902596,0.188897157,0.114816658,0.767122074,0.368697686,0.424241753,2.565880593,5.457392496,0.461537731,2.931792918,0.672032418,0.479451296,1.379673682,0.170731437,0.237690626,0.14598517,0.0,3.438874644,0.458639733,0.234015509,0.573769584,0.609755133,0.436507246,0.165680211,1.210372725,0.578511481,347.7724383,0.276679404,0.491572256,0.952379446,7.063903197,8.633171789,0.0,0.0,1.118643588,58.89351168,0.297871869,0.544709162,0.110236046,0.679610575,687.6579637,0.384614776,1.151918152,0.169354571,2.712345584,0.0,0.116796256,1.599997469,0.0,0.414200528,2.488301061,0.0,0.0,0.159817099,0.36482027,0.0,15.82736349,0.564232575,0.300751404,0.2987193,1
R_JS017_FPKM,1.424340507,1.239706471,1.755394211,1.438567236,9.3459539,1.854144735,1.980219669,2.066642221,0.968755703,0.104458864,0.336207843,8.024676606,2.0452017,0.649474427,0.245045507,0.908750779,1.348366811,3.666722545,2.42536277,0.645776801,0.0,0.978381911,61.73607695,0.152197539,0.403327265,0.074350522,1.017302947,0.423400529,0.212341796,2.626482781,0.428302172,13.19007398,15.78444085,6.723259207,0.0,1.029491414,2.927084723,0.077394522,1.423507995,0.594476916,0.0,11.37419728,11.00624099,0.255247235,6.719149771,5.022378675,0.0,0.0,1.82262788,0.0,0.08882432,1.690518132,0.509423373,8.227489706,0.0,0.617287489,3.296257306,1.291553603,0.117174588,55.08228065,0.623214538,5.228014976,2.189623485,0.112429313,0.0,4.698113862,0.436584482,1.400996366,0.0,5.358669418,3.224082697,13.78857781,0.362272229,0.115968817,1.177913274,3.45846318,2.095501839,7.858887945,0.23635461,0.125695211,0.419838775,0.576632816,0.46436713,0.786581335,4.935946641,0.252633562,3.209894944,0.905618699,0.328088457,0.704925717,0.560723271,0.086723912,0.079932626,0.0,3.036287388,0.9414843,0.0,0.209440951,0.133545973,0.391019981,0.0,0.883434955,0.633515605,267.5660139,1.464064079,0.538212525,0.521228412,4.218444847,10.33602025,0.6857985,0.473181409,1.749646146,26.20251016,0.326045006,0.63899518,0.362041797,1.116115287,655.1938282,0.140394484,0.964415831,0.247219298,2.552779942,0.0,0.085228672,4.379114354,0.088069628,0.453479186,1.800416511,0.0,0.0,0.524877948,0.09983137,0.58938905,11.71513863,0.377519212,0.329271675,0.109040382,1
R_JS018_FPKM,1.108210625,1.386504612,1.178009267,3.656737789,11.14968007,1.900853097,1.439686846,2.889242633,0.270895002,0.233735403,0.0,10.47107815,2.556676307,0.90791938,0.411099272,2.7950282,1.256709523,6.766910378,4.882454324,1.203897506,0.957515939,0.729482537,134.8758342,0.226957277,0.601561115,0.083169002,0.531002151,0.270631283,0.237526984,4.013762926,0.376376501,12.13810422,18.3846276,8.502113957,0.816168348,2.814545376,4.017853037,0.346303304,1.592214207,0.664880658,0.0,16.78826381,8.662517249,0.142710535,8.791186142,5.767739437,0.131842579,0.673148153,1.783709421,0.369493358,1.191854435,0.630202864,0.696324325,2.791656634,0.04836212,0.940674739,19.35481893,0.962895242,0.218418933,86.60636596,4.181180396,4.402602403,2.20407938,0.125748608,0.309556828,1.970441336,0.732599984,18.6470869,0.156188054,13.21834565,1.664353362,10.22579709,1.013092074,0.259297054,1.56445995,2.813150048,1.004463259,11.13732311,0.66085232,0.140591905,0.46957631,0.193485775,0.259840125,2.765022584,5.230018869,0.470920821,3.320898821,3.101941471,0.440312662,4.617935716,0.209139613,0.194051973,0.268136178,0.090165343,3.939268942,0.070227061,0.286535956,0.23428208,0.298598176,0.874634675,0.0,1.729200087,0.0,602.0499676,0.395278281,0.722310658,1.457612066,7.077319111,6.768882511,0.0,0.529303959,1.467708872,61.09293725,0.364670964,0.952891006,0.135035026,1.387014603,674.5391071,0.470957133,1.41055985,0.138222059,2.272504233,0.089881804,0.286031807,1.469386254,0.049280024,1.014320328,2.517099159,1.128253176,0.159715897,0.0,0.502558816,0.329797082,9.554025131,0.076755644,0.276200424,0.609584562,1
R_JS019_FPKM,1.312690997,0.612478881,0.981319183,1.080401804,7.111239826,1.847567981,0.753425713,0.935922785,0.789781037,0.283902958,1.096093357,10.46771704,1.307787735,1.05893765,0.0,0.823182596,1.221365511,4.185083725,5.272536629,0.701992374,1.396141259,0.945367991,143.9347393,0.128674206,0.438437343,0.080827286,0.147412703,0.460261643,0.230839145,2.911580472,0.365825836,9.982112366,11.24139661,4.823242524,1.190044216,0.994752886,2.892572178,0.3366083,1.289429223,0.43082381,0.0,12.26263183,4.652566482,0.138698047,7.131591493,4.825737527,0.256340167,1.199468218,2.043141503,0.44879918,2.220197984,0.367513655,0.430687963,2.713236522,0.047002357,0.318725059,13.66023695,0.935822213,0.127374763,85.04013023,1.3542793,6.552048557,1.507417755,0.0,0.0,0.0,0.474576507,17.666175,0.45520817,15.87902663,3.235071654,9.372839692,1.181604186,0.0,0.880301363,2.136007399,0.325344441,8.861111517,0.41749039,0.091075098,0.0,0.438789693,0.0,4.885987023,3.106419386,0.457676527,3.053055499,1.476635001,0.427926858,4.707164829,0.203251052,0.047160686,0.086895653,0.0,3.432551736,0.0,0.0,0.45512665,0.725584737,0.425015791,0.295750633,0.96035221,0.688701913,614.0158365,0.164630623,1.052988562,0.566586238,2.67500689,6.652579926,0.0,0.0,0.380413489,73.84065432,0.0,0.787221951,0.0,0.539226888,590.6078511,0.152624417,1.290299475,0.604619239,1.52907755,0.0,0.092645358,1.428053059,0.095733537,0.123273567,1.519329766,0.0,0.103463574,0.0,0.162807352,0.0,25.46903232,0.223832768,0.17892197,0.474028758,1
R_JS020_FPKM,2.262115369,0.522732478,1.105039091,1.637860149,10.47639903,1.791722642,2.1815242,2.196816991,0.28086929,0.181710262,0.0,9.150571471,1.116037943,0.753089163,0.142108922,2.019721161,1.303071013,1.48833846,6.187237729,0.624083168,2.482386678,1.260559476,156.8878044,0.098046605,0.311891686,0.086216422,0.550553519,1.052124425,0.246230279,4.643968818,0.532152354,13.74651788,16.41041074,7.548274287,0.846563148,1.326409598,0.771436138,0.179524285,2.200978853,0.517004072,0.0,14.05465835,6.145279806,0.221955832,4.153064207,5.56405579,0.273429296,0.11634703,3.269400497,0.47882243,0.617886843,0.522732478,0.262524435,4.39513681,0.025081583,0.662134424,20.5448746,1.497578394,0.271782032,52.76561658,0.722675858,6.704341511,2.11593912,0.130431593,0.0,0.0,0.75945571,20.30819368,0.161910985,20.59975985,3.451049366,7.154292124,0.420279577,0.268953496,0.512234722,4.010498264,1.909342893,8.43403114,0.95925406,0.242945443,0.243531865,0.267462818,0.538722003,6.385019094,5.422408814,0.0,3.443047467,1.903393029,0.456537967,2.569078429,1.300576453,0.150859623,0.185378792,0.280303842,3.098365586,0.218320192,0.0,0.242866477,0.309718225,0.705301879,0.315466218,0.768210242,1.469241828,652.2133362,0.35127559,1.248166335,0.302343982,3.872705804,2.917577933,0.397714231,0.0,0.811548139,102.2036303,0.0,0.691580053,0.139982883,1.006675528,529.4123875,0.488221528,1.032308087,0.645004274,1.449929943,0.0,0.197696376,3.047064833,0.204286256,0.131492797,3.406396542,0.0,0.0,0.20294322,0.057908228,0.0,19.52857288,0.358175235,0.0,0.632072852,1
R_JS021_FPKM,1.207975133,0.578552077,0.875320284,1.90650563,15.99110746,0.95175637,1.626400061,2.475177112,0.532811693,0.107280049,0.344981349,9.748798421,1.235105945,0.333431848,0.0,0.466473478,1.153710886,0.752850066,2.489970962,0.22103909,0.439417585,1.339208964,100.9589031,0.0,2.208480082,0.152647752,0.487368945,0.683045174,0.217882958,1.948888018,0.219851061,10.11311367,18.88679906,3.179437311,1.123978952,0.35229191,2.731814192,0.278144903,1.218004372,1.017146073,0.0,6.508547342,9.625322097,0.0,9.01297866,4.235367008,0.0,0.0,2.455912138,0.0,0.455869539,0.809892511,0.232416047,2.467546603,0.0,1.275364869,10.57476461,0.884156361,0.040089576,72.12032177,0.639477623,6.566921779,2.247892821,0.057707812,0.0,1.507338744,0.672466039,8.629935875,0.0,10.70120178,1.527738381,14.53722936,0.558003735,0.0,1.058072829,0.161415213,0.614631499,10.62386013,0.030322185,0.043004783,0.431177622,0.296023636,0.0,3.345501047,9.867845319,0.0,3.048182585,2.033753969,1.010426284,0.620330039,1.918932896,0.0,0.246126778,0.0,3.366484757,0.0,0.0,1.074905497,0.822423623,0.579817498,0.279332047,0.453544185,0.650047501,407.7766952,1.036577717,0.552549736,0.0,6.676638461,7.399907748,0.704007444,0.0,0.628683684,47.22283419,0.334850707,0.306129465,0.0,0.636594518,925.9795551,0.144058146,0.456990474,0.190351274,1.497604328,0.0,0.087530496,1.798236157,0.045204453,0.349165059,0.583683555,0.0,0.048854502,0.0,0.102527578,0.302522106,12.52806508,0.176182451,0.084485228,0.335754737,1
R_JS022_FPKM,2.649388122,2.828566419,2.975386158,2.924289918,16.70406423,2.115187442,4.744312475,2.161151871,0.157869777,0.059591267,0.0,8.84975983,1.509752877,0.555638066,0.349472621,1.209547483,0.769094331,4.392355923,6.640082098,0.736812693,0.488382061,1.240130771,94.3430798,0.212204895,1.38047685,0.254375526,0.618983554,1.863153444,0.242161742,3.945787679,0.523545885,12.0002236,18.87698904,6.385433994,0.832575133,3.914741165,3.187508292,0.309106579,1.894832899,0.847758527,0.0,11.59353047,9.068479747,0.509601188,10.52202118,5.167016166,0.941586195,0.915512324,2.566705857,0.282609016,0.506593567,0.385678187,1.614309184,4.218538931,0.049334305,3.389110634,10.81123498,0.491125781,0.222828873,87.43050711,0.71073487,6.245022196,1.998432616,0.128276433,0.0,1.004832058,0.498121875,9.75002167,0.0,10.38444874,1.980682934,10.98178543,1.033546687,0.396764247,1.091789972,2.062496264,1.195373099,7.183736579,0.606686048,0.0,0.0,0.526299033,0.529820539,2.820271503,4.742043495,0.576495206,2.380308926,2.130890732,0.898230284,3.101991345,0.852881844,0.049473904,0.273473584,0.0,3.463985159,0.501253912,0.146126852,0.477707044,0.456900988,0.446072452,0.103456082,2.267642088,0.722482554,391.7612667,0.460771683,0.491125781,2.081738185,4.411525608,10.86092929,0.39114268,0.0,2.495176524,50.79017937,0.186000828,0.72900636,0.137669904,1.697626167,1054.615952,0.480331808,0.677106888,0.070500314,1.66419837,0.0,0.194483624,1.49863524,0.100483206,0.905371341,2.37832373,0.0,0.054298378,0.399179858,0.113902787,0.0,16.14940249,0.352383253,0.187798902,0.248706654,1
