,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1204,hsa-miR-1224-3p,hsa-miR-1237-5p,hsa-miR-125a-3p,hsa-miR-1271-5p,hsa-miR-1273h-5p,hsa-miR-1279,hsa-miR-1285-3p,hsa-miR-1288-5p,hsa-miR-1294,hsa-miR-1296-3p,hsa-miR-1298-5p,hsa-miR-147b,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-186-5p,hsa-miR-18b-3p,hsa-miR-18b-5p,hsa-miR-1911-3p,hsa-miR-192-5p,hsa-miR-193b-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-19b-2-5p,hsa-miR-2114-3p,hsa-miR-2115-3p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-218-1-3p,hsa-miR-224-5p,hsa-miR-26a-5p,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3127-3p,hsa-miR-3129-5p,hsa-miR-3136-3p,hsa-miR-3146,hsa-miR-3164,hsa-miR-3168,hsa-miR-3184-5p,hsa-miR-3186-3p,hsa-miR-3188,hsa-miR-3614-3p,hsa-miR-3620-5p,hsa-miR-3656,hsa-miR-3657,hsa-miR-3663-5p,hsa-miR-3665,hsa-miR-3680-5p,hsa-miR-3681-5p,hsa-miR-3684,hsa-miR-369-3p,hsa-miR-3713,hsa-miR-378e,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3914,hsa-miR-3927-5p,hsa-miR-3938,hsa-miR-3945,hsa-miR-411-3p,hsa-miR-423-3p,hsa-miR-4254,hsa-miR-4273,hsa-miR-4279,hsa-miR-4306,hsa-miR-4420,hsa-miR-4441,hsa-miR-4446-3p,hsa-miR-4453,hsa-miR-4469,hsa-miR-4470,hsa-miR-4474-5p,hsa-miR-4496,hsa-miR-4515,hsa-miR-4526,hsa-miR-4640-5p,hsa-miR-4641,hsa-miR-4646-3p,hsa-miR-4662a-3p,hsa-miR-4676-3p,hsa-miR-4678,hsa-miR-4680-3p,hsa-miR-4692,hsa-miR-4699-5p,hsa-miR-4704-5p,hsa-miR-4720-3p,hsa-miR-4740-3p,hsa-miR-4750-3p,hsa-miR-4773,hsa-miR-4776-5p,hsa-miR-4798-3p,hsa-miR-4798-5p,hsa-miR-4800-3p,hsa-miR-484,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-5011-5p,hsa-miR-502-5p,hsa-miR-5092,hsa-miR-5100,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-520c-3p,hsa-miR-541-5p,hsa-miR-545-3p,hsa-miR-548aq-3p,hsa-miR-548m,hsa-miR-548z,hsa-miR-5579-3p,hsa-miR-5582-3p,hsa-miR-5584-5p,hsa-miR-5586-3p,hsa-miR-567,hsa-miR-5680,hsa-miR-5681a,hsa-miR-5690,hsa-miR-579-5p,hsa-miR-6072,hsa-miR-6084,hsa-miR-624-3p,hsa-miR-634,hsa-miR-6499-5p,hsa-miR-657,hsa-miR-658,hsa-miR-665,hsa-miR-6737-5p,hsa-miR-6743-3p,hsa-miR-6754-5p,hsa-miR-6757-3p,hsa-miR-6764-5p,hsa-miR-6777-3p,hsa-miR-6781-5p,hsa-miR-6789-3p,hsa-miR-6791-3p,hsa-miR-6801-5p,hsa-miR-6804-5p,hsa-miR-6832-5p,hsa-miR-6834-3p,hsa-miR-6850-3p,hsa-miR-6861-3p,hsa-miR-6862-3p,hsa-miR-6868-3p,hsa-miR-6874-3p,hsa-miR-6876-3p,hsa-miR-6883-3p,hsa-miR-6891-3p,hsa-miR-7151-5p,hsa-miR-7161-3p,hsa-miR-762,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-8059,hsa-miR-8084,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-922,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-934,hsa-miR-938,hsa-miR-939-5p,hsa-miR-942-3p,hsa-miR-95-3p,Disese Group
sample_27,885663.77,1481.08,73136.42,218.0,9.0,0.0,93.0,0.0,408.67,199.5,0.0,0.0,0.0,0.0,18.0,0.0,7.0,17.0,3.0,2459.34,16047.42,0.0,0.0,0.0,66052.75,367.0,4.0,1644.33,1.0,2.0,8.0,12.0,118.5,1844.5,6.0,130.0,384780.16,280760.83,3.5,129844.41,14800.0,9.25,6.0,1.0,1.0,1.0,0.67,1539.29,3.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,4.0,2.0,1659.5,0.0,0.0,0.0,5.08,19.0,0.0,0.0,4.0,0.0,75.0,1539.29,4.0,0.0,0.0,0.67,0.0,0.0,3.0,0.0,2.0,11.0,0.0,0.0,1.0,11.0,0.0,2.0,10.67,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,31.0,0.0,856.08,181.0,48.5,8.0,0.0,8.0,0.0,0.0,4.0,5.0,1.33,3.0,10.5,0.0,23.0,0.0,3.0,0.0,2.0,10.0,0.0,7.0,0.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,7.33,0.0,1.0,1.0,0.0,23.0,1.0,0.0,2.0,11.0,0.0,1.0,6.0,2.0,0.0,2.0,3.0,109.83,27.0,1.0,37.0,0.0,0.0,0.0,0.0,5279.33,9.67,0.0,0.0,1109.33,37.0,424.0,0.0,22516.34,234.0,0.0,0.0,3.5,1.0,16431.17,0
sample_28,918971.09,1465.25,96025.33,238.5,12.5,0.0,87.5,0.0,370.33,188.5,0.0,0.0,0.0,0.0,26.0,0.0,5.0,5.0,7.0,2485.5,18775.0,0.0,1.0,0.0,58080.08,216.5,179.5,1255.5,0.0,6.0,5.0,16.0,130.0,1397.0,8.0,228.0,355511.16,315370.67,5.0,129408.16,15738.83,10.0,2.0,1.0,7.0,1.0,1.83,1060.08,1.0,0.0,2.0,0.0,0.0,4.0,8.0,0.0,3.0,0.0,1.0,1846.25,0.0,0.0,0.0,2.75,35.0,0.0,0.0,1.0,0.0,54.5,1060.08,4.0,0.0,0.0,2.25,0.0,0.0,3.0,4.0,1.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,30.0,0.0,545.83,189.0,46.0,12.0,0.5,6.0,0.0,0.0,7.5,7.0,0.33,5.0,16.0,0.0,12.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,3.33,0.0,0.0,0.0,1.0,23.0,0.5,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,3.75,0.0,109.17,38.0,0.0,35.0,0.0,0.0,0.0,0.0,5125.83,3.33,0.0,0.0,1395.75,32.75,331.0,0.0,19804.66,202.0,0.0,0.0,5.0,0.0,14972.17,0
sample_29,876441.95,1335.75,62264.92,196.5,10.0,0.0,201.0,0.0,392.33,233.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,21.0,1.0,3017.66,16894.33,4.0,2.5,0.0,62849.08,413.0,9.0,1863.75,0.0,0.0,13.5,14.0,180.0,1706.5,4.0,125.0,420312.66,304562.83,7.0,142587.34,15040.0,8.25,1.0,2.0,1.0,2.0,1.92,1402.25,1.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,13.0,2.0,1625.5,0.0,1.0,0.0,2.25,40.0,0.0,0.0,5.0,0.0,80.0,1402.25,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,11.0,4.0,3.0,8.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,26.0,0.0,415.33,260.0,50.0,11.0,0.0,21.0,0.0,0.25,4.0,4.0,0.0,3.0,8.5,0.0,3.5,0.0,0.0,1.0,0.0,18.0,0.0,8.0,0.0,2.0,14.0,0.0,0.0,11.33,0.0,0.0,1.0,0.0,7.33,0.0,0.0,0.0,0.0,17.5,4.0,0.0,3.0,5.0,0.0,1.0,8.0,2.0,0.0,5.08,2.0,107.33,38.0,0.0,35.0,1.0,0.0,0.0,0.0,6217.0,3.33,0.0,0.0,1170.0,52.5,379.0,0.0,18811.5,199.0,1.0,0.0,1.0,1.0,18037.83,0
sample_30,1666436.36,558.25,170163.0,495.5,8.0,0.0,105.5,0.0,435.17,539.83,0.0,0.0,1.0,0.0,40.25,6.33,36.0,16.0,3.0,1283.84,9636.5,3.0,1.5,0.0,48875.92,244.0,10.66,2416.0,0.0,2.0,16.0,14.0,209.0,3694.0,6.0,38.0,939717.16,312831.5,12.25,96358.67,29867.08,20.5,3.0,0.0,2.0,3.0,0.0,3124.71,2.0,6.0,0.0,0.0,0.0,7.33,10.0,1.0,2.0,10.0,2.0,1618.0,0.0,0.5,0.0,14.08,16.0,0.0,0.0,6.0,0.0,43.0,3124.71,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,1.5,1.0,18.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,19.0,0.0,3665.42,602.0,107.0,16.0,0.0,27.0,0.0,0.0,3.0,4.0,0.33,7.0,3.0,0.0,8.0,0.0,2.0,1.0,2.0,8.0,0.0,3.0,0.5,2.0,7.0,0.0,1.0,15.5,0.0,0.0,0.0,2.0,15.08,0.0,1.0,0.0,0.0,17.0,9.0,1.0,1.0,22.0,0.0,1.0,7.0,1.0,0.0,7.0,0.0,56.67,30.0,1.0,60.5,0.0,0.0,0.0,0.0,8969.33,10.33,0.0,0.0,843.83,60.25,540.0,0.0,45076.66,383.0,0.0,0.0,6.42,1.0,13559.33,0
sample_31,1427316.47,1174.5,134636.83,245.5,9.0,0.0,47.0,0.0,348.83,302.0,0.0,0.0,0.0,0.0,41.0,1.0,16.0,20.0,8.0,1749.5,14831.0,0.0,1.0,0.0,56916.75,237.0,56.0,1126.67,0.0,5.0,11.5,21.0,140.0,3832.0,1.0,115.0,570902.48,452170.33,7.0,112473.34,20810.92,11.0,0.0,0.0,3.0,2.0,0.0,1293.87,0.0,7.0,2.0,0.0,0.0,7.75,30.0,0.0,0.0,5.0,1.0,1488.0,0.0,0.0,1.0,5.75,11.0,1.0,0.0,2.0,0.0,82.0,1293.87,4.0,0.0,0.0,0.83,0.0,0.0,4.0,0.0,5.0,18.0,0.0,0.0,0.0,6.5,3.0,5.0,8.33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.5,2.0,27.0,0.0,2281.83,182.0,67.5,14.0,0.0,16.0,0.0,0.25,12.0,2.0,0.0,5.0,11.0,0.0,10.5,0.0,1.0,1.0,1.0,4.0,0.0,7.0,1.0,2.0,11.0,0.0,0.0,11.83,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,18.0,4.0,0.0,2.0,10.0,0.0,0.0,10.0,1.0,1.0,1.5,0.0,53.67,41.0,0.0,36.0,0.0,0.0,0.0,0.0,6503.75,7.67,0.0,0.0,1330.42,14.75,368.0,1.0,28221.66,225.0,0.0,2.0,1.83,0.0,12944.33,0
sample_32,694334.55,467.75,64745.75,214.5,13.0,0.0,17.0,0.0,145.17,213.67,0.0,0.0,0.0,0.0,12.5,1.0,4.0,10.0,3.5,1008.84,8812.83,1.0,1.5,0.0,41984.83,60.0,9.0,602.5,0.0,2.0,8.0,18.0,84.0,2064.0,0.0,65.0,359765.48,270564.25,4.0,63475.66,12307.5,8.33,2.0,0.0,1.0,1.5,0.0,822.25,0.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,833.75,0.0,0.0,0.0,5.08,14.0,0.0,0.0,2.0,0.0,10.0,820.25,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,15.0,0.0,429.25,82.0,36.0,9.0,0.0,9.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,10.83,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,22.0,0.0,24.0,0.0,0.0,0.0,0.0,3265.17,3.67,0.0,0.0,546.17,9.0,214.0,0.0,15707.5,119.33,0.0,0.0,0.0,0.0,7827.33,0
sample_33,1153565.45,581.5,84306.08,155.5,32.0,0.0,94.0,0.0,273.83,187.5,0.0,0.0,0.0,0.0,18.0,0.0,8.0,11.0,3.0,990.16,6194.83,1.0,1.0,0.0,63788.92,220.0,13.0,722.5,0.0,0.0,15.5,14.0,57.5,1761.5,2.0,187.0,357101.16,276555.33,3.5,66189.66,9074.0,8.0,0.0,3.0,4.0,3.0,0.0,1366.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,4.0,2.0,926.5,0.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,0.0,16.0,1366.0,1.0,0.0,0.0,1.25,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,4.5,0.0,17.67,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,46.0,0.0,397.5,156.0,16.0,6.0,0.0,4.0,0.0,0.25,10.0,2.0,0.67,9.0,0.5,0.0,12.0,0.0,1.0,0.0,2.0,4.0,0.0,9.0,0.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,3.33,0.0,1.0,0.5,0.0,26.0,9.5,0.0,1.0,5.0,0.0,1.0,3.0,2.0,0.0,2.5,3.0,68.17,54.0,0.0,22.0,0.0,2.0,0.0,0.0,3694.83,8.33,0.0,0.0,704.58,20.0,182.0,0.0,22580.0,86.0,0.0,0.0,1.0,0.0,19614.83,0
sample_34,1156942.33,312.5,87267.5,108.0,11.0,0.0,17.5,0.0,300.42,235.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,13.0,7.0,1039.5,6658.75,1.0,0.0,0.0,54646.0,170.0,12.0,569.0,0.0,1.0,11.0,20.0,101.0,1858.5,4.0,133.0,391132.32,329310.17,4.5,54513.0,6910.5,9.5,1.0,0.0,5.0,3.0,0.0,3123.0,0.0,0.0,0.0,0.0,0.25,1.0,8.0,0.0,5.0,5.0,1.0,2216.0,0.0,1.0,0.33,12.33,23.0,0.0,0.0,3.0,0.0,38.0,3123.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,11.0,2.0,5.33,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,36.0,0.0,1786.42,128.5,32.5,17.5,0.0,12.0,0.0,0.0,6.0,6.0,1.67,4.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0,4.0,0.0,16.0,0.0,2.0,15.0,0.0,0.0,3.67,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,17.0,3.0,0.0,1.0,8.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,118.33,50.0,0.0,24.5,0.0,0.0,0.0,0.0,4172.0,8.33,0.0,0.0,675.0,4.0,214.0,0.0,40640.84,140.0,0.0,0.0,1.0,1.0,14850.83,0
sample_35,1061832.11,1171.25,82160.42,282.67,13.0,0.0,66.08,0.0,289.67,259.0,0.0,0.0,0.0,1.0,20.0,2.33,11.0,18.0,4.5,2416.16,12640.08,1.0,1.0,0.0,64480.33,161.0,6.0,1050.83,0.0,2.0,13.5,17.0,156.0,2916.58,5.0,149.0,404816.66,360357.83,4.5,126423.84,9703.0,4.5,3.0,1.0,2.0,1.33,0.33,1085.08,1.0,2.0,0.0,0.0,0.0,6.5,2.0,0.0,3.0,8.5,4.0,1633.0,0.0,0.0,0.33,6.0,22.0,0.0,0.0,0.0,0.0,86.5,1085.08,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.5,1.0,4.0,7.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,28.0,0.0,1035.5,210.0,44.0,18.0,0.0,11.0,0.0,0.0,7.0,4.0,0.67,3.0,8.0,0.0,11.0,0.0,0.0,3.0,1.0,4.0,0.0,5.5,0.0,3.0,13.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,0.0,16.0,2.0,0.0,1.0,11.0,0.0,0.0,9.0,1.0,0.0,2.83,0.0,140.67,33.0,0.0,29.83,0.0,0.0,0.0,0.0,5050.33,8.33,0.0,0.0,1079.5,18.0,297.0,0.0,22246.84,187.0,0.0,0.0,0.25,1.0,17941.33,0
sample_36,1252890.32,1405.25,105970.83,228.5,7.0,0.0,96.5,0.0,387.17,238.5,0.0,0.0,0.0,0.0,23.5,0.0,6.0,28.0,8.5,2212.0,15167.25,0.0,1.0,0.0,58104.92,198.0,9.0,1120.5,0.0,4.0,19.0,13.0,102.0,1487.0,10.0,282.0,411492.66,361609.92,7.5,144325.84,12226.0,9.5,5.0,3.0,2.0,2.0,0.83,1272.88,0.0,9.0,0.0,0.0,0.0,4.5,4.0,0.0,1.0,3.0,1.0,1592.33,0.0,0.0,0.0,3.25,55.0,0.0,0.0,1.0,0.0,22.0,1272.88,3.0,0.0,0.0,0.25,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,0.5,1.0,5.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.5,3.0,26.0,0.0,402.92,169.0,51.0,19.0,0.0,14.0,0.0,0.0,7.5,2.0,0.67,3.0,11.0,0.0,10.33,0.0,0.0,0.0,1.0,5.0,0.0,13.0,1.0,6.0,7.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,24.0,2.5,0.0,0.0,8.0,0.0,0.0,13.0,1.0,0.0,1.75,0.0,136.17,54.0,0.0,52.0,0.0,2.0,0.0,0.0,5479.33,5.33,0.0,0.0,1166.33,16.25,293.0,0.0,24333.84,174.0,0.0,1.0,2.5,1.0,19516.92,0
sample_37,1672968.6,603.75,244416.25,407.5,17.0,0.0,16.0,0.0,354.5,473.0,0.0,0.0,0.0,0.0,31.5,2.0,39.0,15.0,8.5,1159.84,11484.92,0.0,2.5,0.0,40491.83,177.0,97.0,1538.0,0.0,6.0,9.5,25.0,150.5,2971.0,6.0,475.0,957376.32,329443.17,13.5,89330.34,49333.33,12.75,6.0,0.0,0.0,2.0,0.0,2379.58,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,7.0,2243.83,0.0,0.25,0.0,10.42,12.0,0.0,0.0,2.0,0.0,20.5,2379.58,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,4.5,1.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,49.0,0.0,2083.0,560.0,102.75,15.5,0.0,25.0,0.0,0.0,3.5,5.5,0.33,6.0,6.5,0.0,0.0,0.0,2.0,0.0,1.33,4.0,0.0,7.0,0.0,3.5,7.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,14.92,0.0,2.0,0.5,0.0,20.0,2.0,0.0,0.0,11.0,1.0,0.0,6.0,0.0,0.0,2.0,2.0,49.67,20.0,1.0,44.0,0.0,3.0,0.0,0.0,5900.83,11.0,0.0,0.0,541.0,8.0,450.0,0.0,32970.66,316.0,0.0,1.0,5.0,0.0,12870.83,0
sample_38,1971327.19,554.25,245438.83,383.5,32.0,0.0,48.5,0.0,385.17,603.83,0.0,0.0,0.0,0.0,28.0,1.0,35.0,5.5,5.5,849.0,10304.33,1.0,2.5,0.0,46535.25,186.0,337.5,2290.83,0.0,0.0,13.0,19.0,209.5,3650.33,8.0,122.0,1073443.82,310049.83,14.5,74905.5,30070.25,41.83,7.0,0.0,1.0,8.0,0.58,3968.87,1.0,31.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,5.0,4.0,1750.0,0.0,0.0,0.0,16.5,16.0,0.0,0.0,8.0,0.0,30.0,3968.87,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,14.83,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,10.0,0.0,0.0,0.0,1.0,47.0,0.0,4606.33,375.0,117.25,27.0,0.0,21.0,0.0,0.0,2.0,2.0,0.25,11.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,6.5,0.0,7.0,0.0,2.0,4.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0,6.25,0.0,1.0,0.0,0.0,24.0,2.5,0.0,0.0,15.0,0.0,0.0,7.0,2.0,0.0,3.5,0.0,130.33,39.0,0.0,83.5,0.0,2.0,0.0,0.0,5659.33,16.33,0.0,0.0,562.5,45.25,324.0,0.0,71566.16,443.75,0.0,0.0,2.58,0.0,12968.67,0
sample_39,1665552.5,500.5,246570.5,299.5,29.0,0.0,19.0,0.0,202.0,442.0,0.0,0.0,0.0,0.0,17.0,2.0,53.0,11.0,11.0,667.5,7581.5,1.0,0.0,0.0,40677.33,179.0,57.0,1520.5,0.0,4.0,7.0,23.0,121.0,4792.75,6.0,518.0,842892.98,392996.25,8.0,62701.16,40383.83,13.0,2.0,0.0,0.0,8.5,1.0,2720.83,1.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,11.0,1646.25,0.0,0.33,0.0,13.25,4.0,0.0,0.0,5.0,0.0,38.0,2720.83,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,2.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,53.5,0.0,3614.92,356.0,74.75,22.0,0.0,27.0,0.0,0.0,6.0,6.0,1.0,16.0,6.83,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,12.0,0.0,2.0,5.0,0.0,0.0,5.5,0.0,0.0,1.0,1.0,15.33,0.0,2.0,1.0,1.0,14.0,4.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,40.33,29.0,0.0,52.0,0.0,3.0,0.0,0.0,7953.58,8.67,0.0,0.0,503.5,20.83,386.0,0.0,53491.0,359.0,0.0,0.0,4.67,0.0,12428.67,0
sample_40,994403.21,776.5,83164.17,225.83,221.0,0.0,34.0,0.0,192.5,205.0,0.0,0.0,0.0,0.0,19.0,0.0,22.0,20.0,3.0,1646.66,9979.0,0.0,1.5,0.0,47465.92,90.0,3.0,724.0,0.0,1.0,13.0,21.0,63.0,1692.5,2.0,116.0,362781.0,309952.5,4.5,98775.0,18732.83,8.5,0.0,0.0,3.0,5.0,0.33,791.25,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.5,2.0,1441.5,0.0,0.0,0.0,3.75,10.0,0.0,0.0,3.0,0.0,19.5,791.25,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,5.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,20.0,0.0,454.67,147.0,35.0,5.5,0.0,6.0,0.0,0.0,7.0,2.0,0.0,4.0,3.5,0.0,6.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,8.5,1.0,0.0,0.0,3.0,1.5,1.0,3.0,0.0,0.0,2.0,2.0,53.67,27.0,0.0,14.0,0.0,1.0,0.0,0.0,4288.5,7.67,0.0,0.0,725.5,12.0,211.0,0.0,17461.16,137.5,0.0,0.0,0.0,0.0,12546.17,0
sample_41,1278626.4,1018.5,98027.42,193.0,31.0,0.0,193.5,0.0,458.5,248.83,0.0,0.0,0.0,0.0,20.5,1.0,6.0,13.0,4.5,2256.66,9690.25,0.0,0.0,0.0,59583.92,659.5,75.0,1624.17,0.0,3.5,12.0,28.0,126.5,1783.5,6.0,153.0,490505.32,320475.33,6.0,91859.84,14219.0,16.0,0.0,0.0,2.0,4.0,0.0,2031.0,1.0,0.0,0.0,2.0,0.0,1.0,16.0,0.0,1.0,4.0,3.0,1642.83,0.0,0.5,0.0,2.5,44.0,0.0,0.0,2.0,0.0,35.0,2031.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,2.0,14.0,0.0,0.0,0.0,12.0,4.0,3.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.34,2.0,26.0,0.0,575.83,195.0,45.5,19.0,0.0,19.0,0.0,0.0,7.0,2.0,0.67,8.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,12.0,0.0,5.0,0.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,1.5,5.33,0.0,2.0,2.0,0.0,33.0,6.0,0.0,1.0,14.0,1.0,0.0,3.0,1.0,0.0,4.5,3.0,136.83,39.0,0.0,39.0,1.0,1.0,0.0,0.0,4931.83,14.0,0.0,0.0,1054.17,41.5,515.0,0.0,23051.66,161.0,0.0,0.0,0.5,0.0,17329.67,1
sample_42,1473476.69,1134.5,115119.67,224.5,16.5,0.0,111.0,0.0,505.42,307.83,0.0,0.0,0.0,0.0,18.0,0.0,6.0,23.0,8.0,4022.66,13341.0,0.0,0.25,0.0,74609.25,524.0,17.0,1450.67,0.33,3.0,17.5,18.0,174.0,2015.83,3.0,110.0,609860.14,421321.08,9.5,132917.5,16550.0,15.0,2.0,1.0,1.0,2.0,1.0,1665.58,2.0,8.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,4.0,6.0,1855.0,0.0,0.0,0.33,4.33,35.0,0.0,0.0,3.0,0.0,218.5,1664.58,4.0,0.0,0.0,1.75,0.0,0.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,7.0,4.0,1.0,11.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,10.5,0.0,1.0,2.0,4.0,39.0,0.0,942.42,243.0,44.83,20.0,0.0,14.33,0.0,0.0,5.0,3.0,0.92,6.0,5.25,0.0,4.5,0.0,0.0,1.0,2.0,13.0,0.0,14.0,0.0,1.0,10.0,0.0,0.0,4.33,0.0,0.0,1.0,0.0,9.33,0.0,2.0,0.0,0.0,22.0,9.0,0.0,2.0,16.0,0.0,2.5,8.0,4.0,0.0,1.0,0.0,163.17,35.0,2.0,30.5,0.0,0.0,0.0,0.0,6724.33,15.33,0.0,0.0,1536.5,26.33,533.0,0.0,22959.5,250.0,1.0,0.0,0.5,0.0,23785.0,1
