,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,MEX3D,AC022973.2,SLC12A4,AC012618.2,NOTCH2,AC055811.4,BAIAP2L1,RIPOR1,TIGD7,IGSF3,RNA5SP493,AL732372.2,ZNF830,RNU1-134P,NDUFB4P6,HCLS1,BIN2,PPP1R26P1,CLEC4E,RPS2P7,HERC2,NSMCE3,AHSA1,AL161725.1,GMEB2,Y_RNA.322,AP000560.1,EBNA1BP2,RPL21P44,AC096921.1,Diagnosis
RNA334_FPKM,0.263937874,1.956638629,0.531097561,27.23148304,0.410787412,10.24525242,0.541734152,1.3593626,2.066279328,1.513579679,4.850854466,21.0404421,3.658411224,1.489057361,4.845555967,0.267371192,9.570020722,1.149282023,19.8084169,4.083309535,5.235817143,55.49575268,0.669796666,2.621397335,0.529810051,1.210741847,0.13825507,3.284947647,3.505552484,0.297449276,0.430183869,3.223528539,3.799827116,0.307632772,0.0,0.50298341,48.4249432,4.852918776,2.939876222,18.77167472,12.70148028,0.0,7.495126754,0.261111022,9.1833743,2.345437461,9.85259842,2.651320897,0.097011805,39.73950323,7.268727463,24.15598253,11.75742802,0.0,0.387774717,6.034301034,2.879235892,3.048988992,0.370899614,0.228619474,0.0,0.0,39.79970071,15.08859755,2.898099044,0.214693311,1.219055925,0.119980968,2.011860417,1.056779936,6.377379297,1.023040098,0.208389357,3.549849679,0.906870343,0.018231495,0.0,0.351110285,8.980295631,0.0,0.377179779,95.40737735,77.38878295,0.095511944,4.459760585,2.105538292,0.65167586,13.63459578,7.578785276,0.131985896,6.219651189,0.0,0.035616446,4.126778293,0.731111557,0.183970818,0
RNA335_FPKM,0.178722098,6.91039,1.861632123,29.60985394,0.53652349,9.32264399,0.14154985,2.273921932,1.074392527,1.779753904,4.295581142,18.44652028,10.25338407,2.085801046,5.364410448,0.654649562,21.77601186,0.808141342,20.36572389,4.491530142,6.512683986,64.95568356,0.875410236,2.593716086,0.801107213,0.527110797,0.361096493,3.313683865,4.587662042,0.368514269,0.413462824,2.811309033,3.473482647,0.13397809,0.145901706,1.732915755,37.95798578,2.942314278,4.615490032,23.68695095,13.51501817,0.0,8.718788459,1.177639192,7.738256669,1.433651737,15.50112806,2.73988803,0.443351376,47.50079286,7.39498933,22.80308416,12.92589893,0.619383452,0.759440665,7.663717121,3.643647313,2.344305179,0.745142525,0.247076121,0.801069264,0.0,30.64817822,14.40412353,2.953809201,0.560623902,2.026101219,0.0,2.187307569,1.273895678,5.809860733,1.387336816,0.272130005,4.011509349,0.598229359,0.015871837,0.0,0.249363615,9.679594425,2.184734356,0.246358618,85.18415645,66.95478281,0.149660048,7.05117677,0.814646709,1.31197547,17.76784388,6.55787642,0.35379227,6.469033747,1.59504942,0.046549951,3.438892546,0.381865645,0.0,1
RNA336_FPKM,0.14454801,6.524781779,2.638912109,25.09072765,0.311444671,7.075177204,0.246417762,1.349985419,2.782859244,1.609799268,3.291548135,19.55007912,4.717916179,0.492185416,3.833397541,0.45618639,10.56663921,1.340739075,15.11321492,4.104866967,3.86844219,42.8597269,1.523962274,2.411779772,0.539198889,2.295276932,0.031443933,3.179147093,3.207837323,0.182177649,0.297497433,3.485140036,3.711865247,0.466579938,0.0,0.32865591,51.79765585,3.706185251,3.225009418,30.17272474,19.84235629,0.0,8.632837726,0.368493861,6.907729577,1.816337177,28.59028324,2.708748153,0.220666408,36.40725788,6.099262132,21.18948007,11.06790519,0.0,0.330792474,5.240091625,2.820670889,2.333610747,0.746380183,0.192784459,0.261693601,0.0,51.26948168,15.64712253,1.93963923,0.366289644,1.30780289,0.819089413,1.937536612,0.184885882,12.46066999,1.432151834,0.376465712,6.224532713,0.712478038,0.0,0.0,1.527399482,6.539401556,0.475660952,0.214437314,89.57900747,67.51646268,0.152098682,16.83113612,3.015776757,0.623874677,9.077669117,6.183573133,0.521492583,6.239293605,0.694549178,0.081036714,2.813759455,0.498992036,0.418581638,0
RNA35_FPKM,0.209734866,10.35173236,1.799183662,25.6435683,0.293810947,8.794169166,0.348698706,1.978124524,4.016516142,1.904854356,2.869886113,24.07243215,7.648856945,0.293539015,7.216333159,0.466075372,17.42631557,1.485797958,14.85694432,3.744230119,6.011459592,53.54134943,1.437676867,3.435963969,1.465785671,1.443281845,0.148318026,3.638483815,4.330132438,0.049092955,0.472556711,3.800179442,4.30007335,1.210051897,0.239612811,0.964347038,59.59029314,4.387889607,3.335982039,42.04710096,25.67408627,0.0,10.02364727,1.182673093,6.435891839,1.552488345,35.10661402,3.090280914,0.624318542,38.24568184,4.634201598,19.3984153,13.78701782,0.254434222,0.93590341,8.298418913,3.974505791,1.803527706,0.856986781,0.431305128,0.329068261,0.0,49.46588216,17.61526456,1.516556809,0.575741513,1.604970622,0.128765841,2.942113149,1.220831569,15.14367017,1.857250709,0.407654188,7.270559056,1.384044481,0.052159464,1.627260629,2.279773332,7.977062979,0.0,0.202296062,98.84363101,67.51138245,0.143449352,18.5136943,1.756800579,1.293314743,8.699361023,7.277616772,0.506744573,8.971636644,0.0,0.38224243,3.142937715,0.156865167,0.197440956,0
RNA358_FPKM,0.337040642,18.14240236,6.585534183,28.33560558,0.78680451,8.253646649,0.622526645,2.589969044,4.343990602,1.816662293,3.230052373,20.17421137,7.314233673,3.354941131,8.224774827,0.432088414,24.34508571,1.058311492,12.05696028,4.227027146,5.578665584,42.42971963,3.849994883,3.624421343,0.801152489,1.35290519,0.953328097,3.311431929,4.424692961,0.251999481,0.543826586,4.778051237,4.441857157,1.03126354,0.160458948,1.598855888,57.34489511,4.780473467,4.260845237,49.41999625,22.97697317,0.314805174,9.191306758,1.62543438,6.818558536,1.075299572,49.27426769,3.479268337,1.114759619,42.24022088,6.273256079,19.58982477,11.16485537,0.340768487,0.556951507,7.112475651,4.667266388,2.35375959,0.901686511,0.617210276,0.330428715,0.239590673,45.42068605,18.53259093,1.891248827,0.154220264,1.791056993,0.689651257,2.856072696,2.685916726,18.64764593,3.561090746,0.510696276,7.2520309,0.980436111,0.043652087,1.089710217,1.875990067,7.167081067,1.201983391,0.541877758,101.2333296,85.58513771,0.329297942,19.19557734,0.224098598,2.14539449,9.393509228,7.826328924,0.967990061,7.552820505,3.509287371,0.409501287,2.980560637,0.840147188,0.264436346,0
RNA365_FPKM,0.294996209,17.125751,5.181730981,22.71991345,0.787045346,7.719297309,0.622717197,2.425552454,4.376387621,1.402947852,2.84215368,18.66649106,9.477461635,3.881817229,4.668026653,0.62437362,20.62531908,1.609169775,11.27195886,4.374466898,5.201746848,54.02697751,0.963282809,3.407014885,2.444357618,3.093146686,0.55626956,3.27638837,4.285421141,0.383591784,0.543999002,3.748369803,3.875821795,1.915797213,0.641862224,1.937702135,68.03240781,4.234059215,3.529930529,35.92521824,25.20950471,0.314978188,8.706119745,0.958894699,6.693639285,0.717120729,27.89666872,3.12167412,0.557584357,37.21268255,4.844765782,18.36462092,11.32645799,1.363130085,0.278560993,7.792349161,4.249964445,2.395454252,1.147952726,0.430484392,0.55098776,0.04795463,44.31356144,17.76471626,1.828365221,0.308453231,1.29394941,0.689862356,3.395651861,2.21947916,18.42746885,3.336002763,0.369924198,6.621520362,1.168835996,0.026202321,0.0,2.841441281,8.603229363,0.601321996,0.271087785,113.3243815,95.9004489,0.13725131,33.73806243,0.560326536,1.755883965,8.965653954,8.275716246,0.798603212,8.113083465,2.633217316,0.307231344,2.539189959,0.630410078,1.057788946,0
RNA368_FPKM,0.15127433,5.898460627,1.884775228,24.72327114,0.605459302,7.667396969,1.31734674,2.850825045,2.459901305,1.368862044,3.175734284,21.98339979,4.763389122,1.005856367,6.11909948,0.480270729,11.35466142,1.498381159,12.72786416,2.690637316,2.940446177,64.61689069,0.74082127,2.739359981,0.308220316,2.527960366,0.336197866,2.825689759,2.497247775,0.075876624,0.635279282,2.820302993,4.735496904,2.833798877,0.246832211,0.177438574,68.54511738,4.789486173,1.899226252,27.46695608,19.60792512,0.0,5.847381141,0.438275429,7.755765075,1.985753086,35.454585,2.803894294,0.107197685,22.85773978,4.930764388,24.03780958,9.430198408,1.310845632,0.428583551,7.325108487,1.765786342,3.417468507,1.19839012,0.283206438,0.762897297,0.0,52.4345949,18.0379071,1.53335194,0.237235313,1.240305219,0.53069824,2.076970037,0.628973363,11.59070509,0.826369926,0.243898447,7.48561349,1.023085307,0.020152069,0.838511987,1.300496806,9.427513971,0.462452066,0.0,109.5260611,75.1851945,0.105578765,36.58516584,2.585991778,1.305611972,9.200498716,8.008069525,0.245711629,6.837640549,0.675261866,0.078751836,3.150258848,0.484845121,0.0,0
RNA37_FPKM,0.328639476,21.23884722,6.027210299,23.25485823,1.269970803,7.156806185,0.627941676,1.41397669,2.54231972,0.812746929,2.884098459,19.67716923,6.926054565,4.016735001,6.707737681,0.813621994,21.80359586,1.0590141,12.2290646,3.476550918,5.326076807,31.59053623,3.107113032,3.464109186,1.454676877,2.963183423,0.320545515,4.041096119,3.797566115,0.141466523,0.648302253,5.493105054,4.180407063,2.615422783,0.0,1.587966014,67.11343414,3.777297476,2.877927844,39.84334639,23.39297364,0.25386097,8.591950792,1.690039654,6.202975858,1.504069606,39.50045996,3.269085029,0.449799919,43.86043371,5.7264076,15.2180712,11.35924433,0.274797957,0.561796135,8.664721676,4.235563961,1.866373322,1.256811158,0.447805809,0.71118365,0.0,47.38610671,17.22215011,1.515933432,0.0,1.445316466,0.139071662,2.755806627,2.544379718,21.45600865,2.508736013,0.497378981,8.342437912,1.213864287,0.014090905,2.637170624,4.220265792,7.380987086,0.48464367,0.0,95.27867366,92.82076801,0.199289092,26.14719148,1.265665817,2.297859644,7.745772437,7.410474659,0.797241885,7.073206579,4.248220916,0.289114698,2.616663389,0.508437557,0.0,0
RNA379_FPKM,0.204892478,18.06704383,5.36294265,24.27337036,1.545357255,7.041444551,0.174725785,3.303993004,3.783652916,1.83812093,3.272643896,18.18219722,12.87856196,3.637003914,6.011928311,1.562644873,23.17513595,1.615337774,11.81475521,4.006440253,5.900189771,45.40164348,1.080585682,2.884885863,0.899151901,3.90409416,0.356634768,3.787307726,4.018800258,0.282813661,0.568721177,3.874888562,3.807893155,1.818633354,0.900292097,2.225750726,70.41596093,2.794295244,3.665453947,42.08488918,23.00608153,0.353334366,9.597181627,0.732809114,6.250318726,0.884989333,23.57642765,3.165156756,0.234560693,39.11677649,5.374994784,17.38026979,14.16836517,1.147009848,0.312471265,6.544079916,3.867643904,1.699818947,1.5179586,0.374944459,0.741733035,0.107529986,47.9815172,21.67641826,1.709436145,0.346002396,2.077106527,0.193565783,3.159466406,1.572721523,14.8900998,1.966557128,0.39527548,5.593359985,0.768726925,0.0,1.223080498,2.453023162,7.047741405,0.674547426,0.0,104.6323288,87.57535882,0.153994054,19.89026809,0.880067861,1.790508663,10.74947474,7.353607776,1.097574647,7.238388883,3.938762752,0.229778106,2.793697928,1.885933012,1.483681377,1
RNA38_FPKM,0.242419747,11.31519444,7.353776159,15.58473251,0.295310195,4.247305825,0.584087834,1.421375492,3.594801782,0.819496302,1.156017954,17.89291827,1.996719176,0.308747569,2.998946721,1.045006604,11.41938318,1.42977018,10.58238137,1.991216887,3.961838638,22.24143343,1.445012991,2.720268162,0.811758505,3.62635429,0.178868279,2.532765604,2.297838384,0.016447822,0.285714317,4.138768487,4.153183537,1.547914988,0.0,0.530774822,118.7153932,3.886913159,1.760979018,25.98418934,10.77819904,0.472496311,6.14795034,0.855008114,4.879200034,1.129896656,40.75369179,1.942126759,0.104593351,14.83691625,5.305726711,14.32799412,5.979825782,1.278570276,0.104482127,4.919110948,2.237359399,2.181351275,1.107415844,0.225244921,0.330747418,0.071936364,46.14737815,14.27000703,0.857386189,0.0,0.612385162,0.905913545,2.235680281,1.139405786,21.96386012,0.933317189,0.475815084,4.475941396,0.564486716,0.032763645,0.817486529,5.213610061,4.482642646,0.450856207,0.0,102.0648117,81.27871474,0.164763787,39.38907906,0.840822486,0.787535629,4.756568246,4.122952989,1.138459333,4.185553081,1.975465594,0.307326568,1.401217707,0.315331225,0.198376731,0
RNA383_FPKM,0.194967487,15.07746383,4.361664723,24.2072761,1.124584958,7.937134566,0.381301129,1.696003643,3.829330534,0.814848581,3.541664712,19.08350823,10.86937686,3.516366002,3.834910354,0.941046623,17.774214,1.24461653,11.43740978,3.584665956,5.530212388,53.21861209,0.785804072,2.64511202,0.948727715,3.156645763,0.356848084,3.713934555,3.834456878,0.187907223,0.43202232,3.741798547,3.959764818,1.323466298,0.917137248,1.807976899,77.93689845,3.172092832,3.380127875,42.57477506,21.17952925,0.256945458,7.258142038,0.91050547,6.831060222,0.644029515,51.24764695,2.746481076,0.85349224,33.06617785,5.89452175,18.16974113,9.978362963,0.834669482,0.568595252,6.384283859,3.276651987,1.654832635,1.84097287,0.328336627,0.629767577,0.156550024,42.17815259,17.80190555,1.67931464,0.251867807,1.1214161,0.422415338,2.816821168,2.098127534,16.40743133,1.754186382,0.474600905,6.395167065,0.800704011,0.028522543,0.889426587,2.435453568,5.072800665,0.490532239,0.884978141,122.3640895,85.18957372,0.403399844,14.83475473,0.54898644,1.624682924,8.777026794,6.621362919,0.9942962,5.910851618,2.149458578,0.250827568,2.407422354,0.514594956,0.863738666,0
RNA385_FPKM,0.285468798,16.43735143,4.231784957,31.37956523,1.47323118,7.514311598,0.08328844,2.209213818,3.650500017,1.268898504,3.591792609,25.24061903,7.332955949,3.572310366,4.462218314,1.053037466,17.51010173,0.973774671,12.58960222,3.064162316,6.087020003,40.15978513,1.544783012,2.186379918,1.328610472,3.6185128,0.254988222,3.740772015,4.019219845,0.13480456,0.584479529,5.610940996,3.675881968,1.418537743,0.772391506,1.496776835,90.04266728,3.30314931,2.424917392,35.06118966,23.88996972,0.168427735,6.949489053,0.967989808,7.838862663,1.03544024,39.53860101,2.90847553,0.6708896,34.71582056,6.863266154,21.23577311,10.03749585,0.911239051,0.372430567,7.638962098,3.332434554,1.981773458,1.140106751,0.381671126,0.942851587,0.0,50.87037168,21.7270237,1.697509925,0.824871986,1.362653084,0.184448545,3.011929732,1.874118377,20.81505243,1.511892997,0.32029171,6.714736594,0.502925241,0.018683285,0.583019083,3.337295638,6.262199871,0.964319092,0.434734017,123.7169512,96.3907835,0.322942632,21.50891988,0.479416061,1.214442823,8.799258741,6.709275991,0.9235406,6.699331883,4.224229652,0.164287713,2.663235245,0.674206145,0.282821103,1
RNA386_FPKM,0.262262563,7.555801966,0.928479692,21.12713903,1.049693879,13.4467447,0.55359436,2.539371567,3.177346299,1.548594993,2.752809625,21.97932357,4.041993336,2.272226518,4.322885264,0.640449386,14.31786444,0.978828505,15.57227536,3.318988759,5.138995488,62.11339465,1.711842752,2.251677793,0.890591234,2.921730578,0.141281894,3.297937093,3.944522109,0.05846455,0.452850423,4.336455697,4.092949009,0.917031894,0.285307125,0.724600631,59.67581746,3.808445301,2.979608127,38.60412926,21.99859114,0.0,5.541729982,0.441683247,8.361236992,1.338809615,30.58233835,2.887273069,0.1239071,31.11134669,4.966969061,25.49732344,9.494062258,0.303103278,1.114562602,5.16107392,2.361441245,2.566450013,1.239264935,0.448177363,0.489825179,0.085219818,45.00030562,18.11764934,2.596213201,0.137174267,0.955670919,0.613286273,2.6611529,3.21938636,9.225611009,1.709111674,0.281891801,5.104522331,0.955509195,0.007767088,0.0,1.628983204,6.73791938,0.0,0.481748097,101.1058238,87.04283687,0.536864226,16.24120239,0.896687652,1.082303576,10.48769345,7.990009074,0.594600976,6.738325147,0.780557999,0.0,3.04384665,0.747117811,0.235208144,0
RNA39_FPKM,0.373972541,14.99191548,8.655233152,23.61453951,0.327390628,7.836709844,0.259034343,2.125932025,3.511905026,1.417836905,2.551176886,19.99736398,9.622104123,4.716745422,7.208800397,1.518326794,19.55443994,0.951228001,10.27110178,3.186921192,5.528325049,33.31210148,1.601989094,3.401321334,1.53348054,2.734244714,0.859467753,3.296449432,3.889332231,0.182364558,0.510177566,3.200122795,4.204272587,1.226015514,0.266998182,1.458526049,59.58172214,3.854021696,3.842702555,30.39451236,32.29115139,0.262045927,7.902042719,1.156151372,6.256000243,1.133530307,25.20350517,3.177759769,1.333578474,41.85738122,4.726653198,17.25305568,12.62864144,0.0,0.231748422,8.577683544,4.529337407,1.720350269,0.852702375,0.527782601,0.825071082,0.119646855,42.36852137,14.3319767,1.341519423,0.128373977,1.788626215,0.0,2.427895047,2.526774455,19.55830111,1.693466336,0.512929926,7.152344343,1.151230233,0.0,0.907082056,3.159253652,6.248525099,0.0,0.225531331,86.45675225,78.98934398,0.091339539,43.47083983,1.025501526,1.808137491,7.288223633,7.642260635,0.930140469,7.183452581,6.571362601,0.638958524,2.821160824,1.048759809,0.660131583,1
RNA392_FPKM,0.363283166,13.04344059,3.338989204,26.90278808,1.272168345,8.162834856,0.287566252,2.343812043,2.556260009,1.20010596,3.150027212,23.03094212,8.364964356,3.074286377,4.49104387,0.665365341,18.30042415,0.938693317,12.25421046,3.657978674,5.424688008,37.01041555,2.668091652,2.731120057,1.480381876,2.678322474,0.40369392,3.526255985,3.668169835,0.060738963,0.472750427,5.381978908,4.212600044,2.722098918,0.592814572,0.80961266,74.48433205,3.910583226,2.34981437,37.09602289,25.33876035,0.0,7.59755607,0.863177303,7.316983191,0.728575577,47.28879659,3.45624331,0.643700833,33.27070278,5.733531126,18.80778483,9.932877403,0.314892568,0.385973933,6.62194353,3.230475743,2.136818819,0.946658005,0.360977671,0.712414273,0.044288902,52.60019726,20.57525197,1.805956886,0.1425097,1.323799975,0.477936418,3.356647486,2.373559805,18.08291497,1.410003089,0.357931132,7.890471889,0.967855674,0.024199845,1.006964146,2.648891813,5.991020646,1.110180017,0.0,137.7071148,103.3666317,0.354949755,33.99540733,0.828030037,1.524432497,7.636435291,7.230727632,0.756029971,7.280453344,4.053036664,0.283751616,3.706944095,0.970324455,0.488479208,0
RNA409_FPKM,0.251857554,18.27394358,4.717198422,24.50916735,0.705635729,8.63491822,0.0,2.602916754,3.829393374,1.274553996,2.735589616,20.86928247,9.438641034,2.938823548,5.344157854,0.688849359,18.79487705,1.062935589,11.99620741,4.685419421,4.707944658,53.44749094,0.863417747,3.28472239,1.185406012,2.946210437,0.569901413,3.616783305,4.884546611,0.167024639,0.47436961,4.431383805,2.956188193,1.188893223,0.287664,1.254540896,64.58888767,3.661638067,3.400064171,43.16842841,25.19986643,0.0,7.49615194,1.591511457,7.690542979,0.964301954,27.87438599,3.224272758,0.624776646,36.75347117,5.250435352,20.52673713,10.22108306,0.916523642,0.374590421,6.4847318,3.764691877,1.98223373,1.212848235,0.568707116,0.395156008,0.042983097,40.53104931,17.69222733,1.934982364,0.276479552,1.15995894,0.309176264,3.099047484,2.513256468,19.36468579,4.207100011,0.457962198,7.409456536,1.300723407,0.039148682,0.0,2.340896616,7.559344648,2.694378397,0.485727737,114.3632205,79.43301861,0.246071732,21.9019612,0.703218969,2.466030623,7.963698258,8.872845826,0.510078976,7.729581451,3.147260245,0.091779221,2.893064151,0.941890753,1.422444692,0
RNA41_FPKM,0.180727104,1.595896964,0.364781418,17.49810062,0.0,8.280161068,0.0,1.08082493,0.384294658,1.175737732,2.886727051,28.37832554,4.170630475,0.110725186,3.495885655,0.290774511,5.585653007,1.121648736,10.93276172,1.701327475,2.644222906,43.7168072,0.72849151,2.451884757,0.18194855,2.340933199,0.180417733,2.725414918,2.637096451,0.0,0.376135408,3.084449198,4.926411252,0.669127282,0.0,0.337506385,77.0162051,5.202206709,1.776193896,16.94725758,16.68004061,0.0,4.299576212,0.178789793,7.870982622,1.573809601,44.80733299,2.098309456,0.316460057,17.99417279,5.514983535,19.31409281,8.36094505,0.0,0.421623534,4.989333043,1.361644949,2.107239235,0.403363952,0.107166756,0.500358512,0.0,57.05397566,17.76511571,1.758419346,0.116694596,0.632741084,0.0,2.28080215,1.149278446,8.198718925,0.427922503,0.373276031,7.522420375,0.864219288,0.0,0.0,0.542616104,7.105024109,0.0,0.0,142.9938253,75.76491303,0.124639541,40.41701414,0.848108554,0.572869505,7.359538122,5.824519908,0.475938137,5.332220036,0.664023235,0.116242298,3.086996645,1.431110151,0.0,0
RNA418_FPKM,0.223166834,11.31897154,2.775831067,28.27448007,0.78148862,9.241634339,0.74200891,2.45633225,3.248336885,2.049236939,2.233766997,20.48327,7.049923664,1.405480629,5.507680727,0.41962709,15.77782531,0.874526359,11.218129,3.79697657,4.994442074,54.96450451,1.529891484,3.237233579,1.082173427,1.996313379,0.410299985,3.685006019,4.203334215,0.087052771,0.430137703,3.757435265,3.852481567,1.287563061,0.0,0.806199355,64.74318579,4.154447982,3.430233419,40.692158,29.42074755,0.500250231,7.627177993,0.996221523,6.259006734,1.993614348,40.5395164,2.618169024,0.332157186,36.56107826,4.084051903,19.90309869,11.92579693,0.541507982,0.331870002,5.724009436,3.760772385,2.06535215,0.846689018,0.350933748,0.437633627,0.038080914,52.75543234,17.39076233,1.593467778,0.490016879,1.581219524,0.410941637,2.870493168,0.649527783,15.70164419,1.032981352,0.251861284,7.993454499,1.483322293,0.034683891,0.0,2.671805429,7.023408568,0.0,0.0,100.8920826,77.27240636,0.305258283,32.62992371,1.780291357,1.050677881,9.093306307,7.375389541,0.372671162,7.773566551,2.091074704,0.121988354,2.758591657,0.66754418,0.210105097,0
RNA431_FPKM,0.37484599,13.42840031,4.019513044,25.6408566,1.312653067,7.17713425,0.17306987,2.290027143,3.111758025,0.743292192,3.459420563,23.06918566,5.78072658,2.963757885,3.124909038,1.441769158,11.56596836,1.647918691,15.56553929,4.015529058,5.179789475,35.93380225,2.140689458,2.044132593,1.024714012,6.663429714,0.309265527,3.090908575,3.988672961,0.109671541,0.555360058,2.74807907,4.523614982,2.785423527,0.356781576,0.769435393,77.89918229,4.043039565,2.703495687,23.39083836,19.66742777,0.699971474,4.911129001,0.536938863,8.596379895,0.797298104,24.43395117,1.918657321,0.54246434,28.54151352,7.562335468,18.03754026,9.045446842,0.37885054,0.774342189,6.861914836,2.612724408,2.094296619,2.1880651,0.233018253,0.367600694,0.0,41.22863309,17.67783735,2.202271505,0.514526632,0.973874618,0.767106316,2.532135526,2.207997684,15.48302313,0.628656373,0.548401211,6.61563334,0.403312559,0.0,0.0,2.578584876,5.921494913,1.336309177,0.903936133,144.1517843,75.31242989,0.274679704,20.8307333,0.622973603,0.841649641,10.35626456,5.925676373,0.932320137,8.80480844,2.927793138,0.11383119,2.55000038,0.934504516,1.176229685,1
RNA44_FPKM,0.10252248,12.6432569,4.038889553,22.12059155,0.638297426,8.236969619,0.3788022,2.636774839,2.762891618,1.435378075,3.735920613,19.52930307,4.944989378,0.456020059,5.693538754,1.012561221,12.76305171,0.549413029,15.38254957,3.441837352,5.938743161,36.9061003,2.342689335,2.939877462,0.844823807,3.605539804,0.322200965,3.05926979,4.339281185,0.231068507,0.475200354,5.056903998,3.819982023,1.07549585,0.0,1.0100712,50.54225241,3.029350811,3.349535543,21.77197367,22.8284748,0.0,11.34850374,0.498641447,5.857114308,1.570024456,19.03915711,2.735672121,0.678161216,43.06922738,4.716381109,18.82768726,11.14323893,0.0,0.225856464,6.459678085,4.612725147,2.340864682,0.698153004,0.367442131,1.519033572,0.11662494,36.40311007,12.35746399,2.172382432,0.250093005,0.677957033,0.0,2.322177123,1.231364325,12.23858492,1.146209648,0.242829523,4.712143331,0.708104017,0.0,0.883570343,2.863916141,6.36709783,0.487302432,0.439371045,91.73861431,70.74227126,0.26709754,24.52996592,0.999568937,1.233957892,11.57878601,6.549497182,0.598996735,7.729215844,2.135371695,0.0,2.895836767,1.533493023,0.21441307,1
RNA442_FPKM,0.157628873,3.175460876,0.804863117,26.59810554,0.315394117,10.81365344,0.748745061,1.825797526,1.888956529,1.230098048,4.268152202,21.99583514,7.206670563,0.164904467,4.77803727,0.461901457,14.42176064,0.644857571,17.94678589,3.681706052,5.681017405,55.82708691,0.77164386,2.648237008,0.321158737,0.464791331,0.286614005,2.80683346,4.245683946,0.368936328,0.287370241,2.361432668,3.252304599,1.653580748,1.028979352,0.776522654,39.05181997,2.914446244,3.43868149,23.06498695,13.17281608,0.0,5.31034529,0.804741023,9.06595707,2.184083558,13.24807344,2.626302247,0.502732647,40.49852429,5.418927028,20.51222128,11.67776504,0.819374408,0.22325651,6.054656225,3.191843779,1.821480188,0.690074314,0.299630621,0.353241411,0.0,33.54834812,14.61030761,3.012234945,0.741758327,0.861582906,0.0,1.852633297,0.936240135,6.267597717,0.906348774,0.240017371,4.039060795,0.753755692,0.0,0.0,0.227029361,7.223728123,0.481692834,0.434313211,94.22793603,63.60393575,0.132009578,5.313661996,0.987962929,0.978867095,13.38509716,6.898189445,0.248027946,6.901053346,2.110070378,0.041032172,3.229955911,0.0,0.0,0
RNA454_FPKM,0.209257386,8.249707797,0.997258459,24.41777061,0.977149124,9.132316956,0.463819409,2.010218538,3.256662335,1.234271024,3.045285054,24.26983198,6.581778038,0.340541856,4.655002966,0.524643625,12.66700165,1.976519772,11.05228733,3.578491175,4.250355893,43.02477172,0.0,2.285389379,0.517303819,2.687801265,0.03946919,2.939967727,3.229411188,0.054424042,0.358517471,4.14502429,3.817078136,1.4634086,0.956158458,0.748324883,86.99290645,2.869110191,2.601137657,21.72898901,24.36351519,0.312746341,5.316213494,0.524428105,7.278337354,0.427263866,28.88741402,2.917119672,0.346087954,25.19161098,6.633834154,18.4500759,9.372078297,0.338539854,0.138363901,7.692891317,2.067898551,2.155208601,1.302873981,0.315001896,0.328281071,0.095185049,42.18213422,19.47778242,1.878744298,0.15321166,0.889598376,0.342500636,2.498622809,1.972078931,13.02461986,0.95455816,0.192431454,5.640643322,0.773828013,0.0,0.0,1.872382723,8.170691953,0.0,0.269166933,148.4772661,88.41941765,0.10904181,42.23394594,0.222528662,0.743986818,10.49271725,6.722624284,0.565061227,6.8405124,1.742812973,0.101671588,2.472798922,0.208718427,0.262706927,0
RNA457_FPKM,0.260899659,20.17620498,7.576950916,19.91393443,1.48475646,6.415205041,0.180725235,2.318902392,3.85168412,0.896240349,2.248630137,27.02316257,9.873462459,3.632921479,3.522102173,1.560999579,17.19622203,1.278061563,11.53436735,2.496531613,5.868123491,32.41585987,1.67677071,2.626609138,0.953545414,3.253982558,0.161438835,2.834070145,3.121619216,0.089054461,0.469298239,10.48818552,3.684981424,1.539521205,0.652024809,1.07107572,74.68456815,3.324754797,2.811601902,43.20322846,14.96665279,0.182810821,5.98651128,0.969911844,6.220878388,0.915648388,40.56829139,2.48701863,0.404504478,29.94228976,7.104133822,14.29456453,8.443347891,1.18682448,0.161688166,4.76180713,2.723233874,1.936935217,2.141603017,0.253139553,1.151219745,0.0,43.57099121,17.95015569,1.304361543,0.895194203,0.61235583,0.300360666,2.505082325,3.118791822,22.19705188,1.5424121,0.787250522,5.540705053,0.522434377,0.005070924,0.632806688,3.421631508,5.74624194,0.349002476,0.629081828,106.4584938,85.52543479,0.318632645,31.68092878,0.195149585,1.275018819,5.703761179,5.581316936,1.071857549,4.575077479,3.565940993,0.208028566,2.633723889,1.585417915,1.381528818,0
